Embedding Type,Round,Task,Hidden Layer Sizes,Epochs,Batch Size,Learning Rate,pair,Baseline,macro_precision,macro_recall,macro_f1,micro_precision,micro_recall,micro_f1,accuracy
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0521143941447546,0.0852360005585812,0.0579119718489952,0.1546391752577319,0.1546391752577319,0.1546391752577319,0.1546391752577319
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0997527972937809,0.1125212585034013,0.0835072665429808,0.15625,0.15625,0.15625,0.15625
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0686307519640853,0.1086419753086419,0.0749956772832589,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.1292517006802721,0.1580357142857142,0.1313945578231292,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0633680555555555,0.0997685185185185,0.072516835016835,0.1685393258426966,0.1685393258426966,0.1685393258426966,0.1685393258426966
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair04,Dialogue-Specific,0.0456487956487956,0.1196581196581196,0.0650578179989944,0.1969696969696969,0.1969696969696969,0.1969696969696969,0.1969696969696969
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0144927536231884,0.0434782608695652,0.0217391304347826,0.0416666666666666,0.0416666666666666,0.0416666666666666,0.0416666666666666
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0285714285714285,0.0285714285714285,0.0285714285714285,0.0555555555555555,0.0555555555555555,0.0555555555555555,0.0555555555555555
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0333333333333333,0.1,0.05,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair05,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0569444444444444,0.0520833333333333,0.0465686274509803,0.0631578947368421,0.0631578947368421,0.0631578947368421,0.0631578947368421
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0827777777777777,0.1375,0.0925,0.1395348837209302,0.1395348837209302,0.1395348837209302,0.1395348837209302
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.1739130434782608,0.1521739130434782,0.1594202898550724,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0909090909090909,0.1363636363636363,0.106060606060606,0.2105263157894736,0.2105263157894736,0.2105263157894736,0.2105263157894736
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.1833333333333333,0.225,0.195,0.3125,0.3125,0.3125,0.3125
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair07,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.1121014964216005,0.1158205619412515,0.0949776277362484,0.2214765100671141,0.2214765100671141,0.2214765100671141,0.2214765100671141
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0844381313131313,0.0796875,0.0756330309901738,0.2083333333333333,0.2083333333333333,0.2083333333333333,0.2083333333333333
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0491143317230273,0.1047008547008547,0.066358024691358,0.2765957446808511,0.2765957446808511,0.2765957446808511,0.2765957446808511
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.1088709677419354,0.1251221896383186,0.1123399897593446,0.3023255813953488,0.3023255813953488,0.3023255813953488,0.3023255813953488
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.157312925170068,0.25,0.1866883116883117,0.4074074074074074,0.4074074074074074,0.4074074074074074,0.4074074074074074
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair08,Dialogue-Specific,0.0953703703703703,0.1141975308641975,0.0788888888888888,0.2439024390243902,0.2439024390243902,0.2439024390243902,0.2439024390243902
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0750208855472013,0.1140350877192982,0.0706693203597228,0.1318681318681318,0.1318681318681318,0.1318681318681318,0.1318681318681318
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0713178294573643,0.1240310077519379,0.0725359911406423,0.1224489795918367,0.1224489795918367,0.1224489795918367,0.1224489795918367
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0256410256410256,0.0128205128205128,0.017094017094017,0.024390243902439,0.024390243902439,0.024390243902439,0.024390243902439
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.1052631578947368,0.1052631578947368,0.1008771929824561,0.1515151515151515,0.1515151515151515,0.1515151515151515,0.1515151515151515
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.1666666666666666,0.2105263157894736,0.1798245614035087,0.2352941176470588,0.2352941176470588,0.2352941176470588,0.2352941176470588
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair09,Dialogue-Specific,0.0263157894736842,0.0263157894736842,0.0263157894736842,0.0344827586206896,0.0344827586206896,0.0344827586206896,0.0344827586206896
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.0961538461538461,0.0897435897435897,0.0833333333333333,0.125,0.125,0.125,0.125
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.1666666666666666,0.2222222222222222,0.1851851851851851,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.25,0.25,0.25,0.25
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.375,0.5,0.4166666666666666,0.5,0.5,0.5,0.5
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair10,Dialogue-Specific,0.25,0.5,0.3333333333333333,0.5,0.5,0.5,0.5
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0143382352941176,0.0364583333333333,0.0189144736842105,0.0638297872340425,0.0638297872340425,0.0638297872340425,0.0638297872340425
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0714285714285714,0.0714285714285714,0.0714285714285714,0.125,0.125,0.125,0.125
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.1,0.05,0.0666666666666666,0.1428571428571428,0.1428571428571428,0.1428571428571428,0.1428571428571428
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair11,Dialogue-Specific,0.1071428571428571,0.1071428571428571,0.0952380952380952,0.2,0.2,0.2,0.2
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0075757575757575,0.0303030303030303,0.0121212121212121,0.0303030303030303,0.0303030303030303,0.0303030303030303,0.0303030303030303
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.2,0.2,0.2,0.25,0.25,0.25,0.25
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.4,0.4,0.4,0.4
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair12,Dialogue-Specific,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0535978835978836,0.0710185185185185,0.0530287155287155,0.1149425287356321,0.1149425287356321,0.1149425287356321,0.1149425287356321
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0647534013605442,0.088860544217687,0.0506192220477934,0.1481481481481481,0.1481481481481481,0.1481481481481481,0.1481481481481481
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0455182072829131,0.0812324929971988,0.0544817927170868,0.1714285714285714,0.1714285714285714,0.1714285714285714,0.1714285714285714
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.0517241379310344,0.0344827586206896,0.0402298850574712,0.074074074074074,0.074074074074074,0.074074074074074,0.074074074074074
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.14,0.1833333333333333,0.1539682539682539,0.2258064516129032,0.2258064516129032,0.2258064516129032,0.2258064516129032
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair13,Dialogue-Specific,0.205922865013774,0.2863636363636364,0.2333333333333333,0.3928571428571428,0.3928571428571428,0.3928571428571428,0.3928571428571428
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0846045197740112,0.0833333333333333,0.0673543472147659,0.0956521739130434,0.0956521739130434,0.0956521739130434,0.0956521739130434
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0974295870932458,0.0877358490566037,0.0754281358054942,0.1214953271028037,0.1214953271028037,0.1214953271028037,0.1214953271028037
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0446460516227958,0.0769656699889258,0.0511275546159267,0.0862068965517241,0.0862068965517241,0.0862068965517241,0.0862068965517241
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0943304007820136,0.1419354838709677,0.1046466973886328,0.1621621621621621,0.1621621621621621,0.1621621621621621,0.1621621621621621
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.125,0.1242559523809523,0.1165364583333333,0.2888888888888888,0.2888888888888888,0.2888888888888888,0.2888888888888888
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair14,Dialogue-Specific,0.0678733031674208,0.0637254901960784,0.0614035087719298,0.1875,0.1875,0.1875,0.1875
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0382253711201079,0.0443191311612364,0.0301967038809144,0.0680272108843537,0.0680272108843537,0.0680272108843537,0.0680272108843537
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0178057889822595,0.0472222222222222,0.0211507936507936,0.0545454545454545,0.0545454545454545,0.0545454545454545,0.0545454545454545
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.1070691434468524,0.1169590643274853,0.1045883940620782,0.2083333333333333,0.2083333333333333,0.2083333333333333,0.2083333333333333
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0784722222222222,0.15,0.0958333333333333,0.2307692307692307,0.2307692307692307,0.2307692307692307,0.2307692307692307
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.0238095238095238,0.0689655172413793,0.0353901996370235,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair15,Dialogue-Specific,0.125,0.1111111111111111,0.1166666666666666,0.2,0.2,0.2,0.2
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0698868741321571,0.1278077268643306,0.0722072476789457,0.1666666666666666,0.1666666666666666,0.1666666666666666,0.1666666666666666
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.1074603174603174,0.1777777777777777,0.1187654320987654,0.1641791044776119,0.1641791044776119,0.1641791044776119,0.1641791044776119
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0592592592592592,0.1388888888888889,0.0784832451499118,0.2142857142857142,0.2142857142857142,0.2142857142857142,0.2142857142857142
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.1152210884353741,0.2142857142857142,0.1363095238095238,0.25,0.25,0.25,0.25
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.1285714285714286,0.0928571428571428,0.1047619047619047,0.3846153846153846,0.3846153846153846,0.3846153846153846,0.3846153846153846
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair16,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0835200746965452,0.0841503267973856,0.072922502334267,0.1125,0.1125,0.1125,0.1125
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0192307692307692,0.0192307692307692,0.0192307692307692,0.0434782608695652,0.0434782608695652,0.0434782608695652,0.0434782608695652
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.2,0.2,0.2,0.5,0.5,0.5,0.5
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.1666666666666666,0.3333333333333333,0.2222222222222222,0.4,0.4,0.4,0.4
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair17,Dialogue-Specific,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.03515625,0.0703125,0.0407986111111111,0.1041666666666666,0.1041666666666666,0.1041666666666666,0.1041666666666666
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0769230769230769,0.0576923076923076,0.0641025641025641,0.08,0.08,0.08,0.08
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.2234848484848484,0.2045454545454545,0.2022727272727272,0.2916666666666667,0.2916666666666667,0.2916666666666667,0.2916666666666667
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.0214285714285714,0.025,0.023076923076923,0.1578947368421052,0.1578947368421052,0.1578947368421052,0.1578947368421052
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.1041666666666666,0.125,0.1111111111111111,0.2222222222222222,0.2222222222222222,0.2222222222222222,0.2222222222222222
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair18,Dialogue-Specific,0.1363636363636363,0.1454545454545454,0.140495867768595,0.3076923076923077,0.3076923076923077,0.3076923076923077,0.3076923076923077
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0296139359698681,0.0564971751412429,0.0357382730264086,0.0564516129032258,0.0564516129032258,0.0564516129032258,0.0564516129032258
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0931623931623931,0.1666666666666666,0.1043956043956043,0.2,0.2,0.2,0.2
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.03125,0.03125,0.03125,0.037037037037037,0.037037037037037,0.037037037037037,0.037037037037037
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.0555555555555555,0.1333333333333333,0.0777777777777777,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.03125,0.0625,0.0416666666666666,0.0833333333333333,0.0833333333333333,0.0833333333333333,0.0833333333333333
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair20,Dialogue-Specific,0.5,0.5,0.5,0.6666666666666666,0.6666666666666666,0.6666666666666666,0.6666666666666666
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0076923076923076,0.025,0.0117647058823529,0.088235294117647,0.088235294117647,0.088235294117647,0.088235294117647
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.038095238095238,0.0666666666666666,0.0462962962962962,0.131578947368421,0.131578947368421,0.131578947368421,0.131578947368421
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0285714285714285,0.0408163265306122,0.0336134453781512,0.25,0.25,0.25,0.25
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0416666666666666,0.1111111111111111,0.0592592592592592,0.2352941176470588,0.2352941176470588,0.2352941176470588,0.2352941176470588
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair21,Dialogue-Specific,0.0303030303030303,0.0454545454545454,0.0363636363636363,0.125,0.125,0.125,0.125
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.1171428571428571,0.1543572984749455,0.1115343915343915,0.2352941176470588,0.2352941176470588,0.2352941176470588,0.2352941176470588
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0533157663592446,0.0993788819875776,0.0657553798858146,0.1690140845070422,0.1690140845070422,0.1690140845070422,0.1690140845070422
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0535714285714285,0.0691609977324262,0.057487922705314,0.1296296296296296,0.1296296296296296,0.1296296296296296,0.1296296296296296
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.1666666666666666,0.2647619047619047,0.1812121212121211,0.3103448275862069,0.3103448275862069,0.3103448275862069,0.3103448275862069
Multimodal-X,Round 5,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.0611111111111111,0.0833333333333333,0.0688888888888888,0.1071428571428571,0.1071428571428571,0.1071428571428571,0.1071428571428571
Multimodal-X,Round 6,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair22,Dialogue-Specific,0.1574074074074074,0.1284722222222222,0.1263888888888888,0.2068965517241379,0.2068965517241379,0.2068965517241379,0.2068965517241379
Multimodal-X,Round 1,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0559443371943371,0.1200396825396825,0.0704968944099379,0.1818181818181818,0.1818181818181818,0.1818181818181818,0.1818181818181818
Multimodal-X,Round 2,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0546594709638187,0.1072727272727272,0.0658406458406458,0.145631067961165,0.145631067961165,0.145631067961165,0.145631067961165
Multimodal-X,Round 3,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.104337431693989,0.1145057128663686,0.0927327850698037,0.2111111111111111,0.2111111111111111,0.2111111111111111,0.2111111111111111
Multimodal-X,Round 4,Reference Resolution,"[300, 150]",100.0,32.0,0.0001,pair23,Dialogue-Specific,0.0836666666666666,0.15,0.1012820512820512,0.1785714285714285,0.1785714285714285,0.1785714285714285,0.1785714285714285
